Full Name	Stage Name	Korean Name	Korean Stage Name	Birthday	Group	Country	Gender
Eunjun	Choi Eunjun	최은준	은준	1999-08-06	AIMERS	South Korea	M
Eunjung	Ham Eunjung	함은정	은정	1988-12-12	T-ara	South Korea	F
Eunki	Hong Eunki	홍은기	은기	1997-09-29		South Korea	M
Eunkwang	Seo Eunkwang	서은광	은광	1990-11-22	BtoB	South Korea	M
Eunsang	Lee Eunsang	이은상	은상	2002-10-26	YOUNITE	South Korea	M
Eunseo	Son Juyeon	손주연	은서	1998-05-27	WJSN	South Korea	F
Eunsung	Lee Eunsung	이은성	은성	2000-09-07	TheEastLight	South Korea	M
Eunwoo	Jeong Eunwoo	정은우	은우	1998-07-01	Hinapia	South Korea	F
Eunwoo	Cha Eunwoo	차은우	은우	1997-03-30	ASTRO	South Korea	M
Eunyoung	Joo Eunyoung	주은영	은영	1992-06-12	Two X	South Korea	F
Exy	Chu Sojung	추소정	엑시	1995-11-06	WJSN	South Korea	F
Eyedi	Nam Yujin	남유진	아이디	1995-12-08		South Korea	F
Fatou	Fatou Samba	파투 삼바	파투	1995-03-23	Blackswan	Belgium	F
Fei	Wang FeiFei	왕페이페이	페이	1987-04-27	miss A	China	F
Felix	Lee Youngbok	이용복	필릭스	2000-09-15	Stray Kids	South Korea	M
G-Dragon	Kwon Jiyong	권지용	지드래곤	1988-08-18	BIGBANG	South Korea	M
G.NA	Gina Jane Choi	최지나	지나	1987-09-13		Canada	F
G.O	Jung Byunghee	정병희	지오	1987-11-06	MBLAQ	South Korea	M
Gabi	Gabriela Strassburger Dalcin	가브리엘라 스트라스부르거 달신	가비	2002-11-07	Blackswan	Brazil	F
Gabin	Kim Gabin	김가빈	가빈	1989-09-18	Blady	South Korea	F
Gabin	Yoo Seunghyun	유승현	가빈	2001-09-11	JWiiver	South Korea	M
Gaeul	Park Gaeul	박가을	가을	1999-05-08	Favorite	South Korea	F
Gaeul	Kim Gaeul	김가을	가을	2002-09-24	IVE	South Korea	F
Gaeun	Cho Kaeun	조가은	가은	1992-07-28		South Korea	F
Gaeun	Oh Gaeun	오가은	가은	2005-11-08	LIMELIGHT	South Korea	F
Gaeun	Lee Gaeun	이가은	가은	2000-07-18	ARTBEAT	South Korea	F
Gaga	Lee Soobin	이수빈	가가	1994-11-10	Gate9	South Korea	F
Gaga	Li Jia Jia	리 지아 지아	가가	1999-09-01		China	F
Gahyeon	Lee Gahyeon	이가현	가현	1999-02-03	Dreamcatcher	South Korea	F
Gain	Son Gain	손가인	가인	1987-09-20	Brown Eyed Girls	South Korea	F
Gaon	Beom Gaon	범가온	가온	2001-03-09	Bonus Baby	South Korea	F
Gaon	Kwak Jiseok	곽지석	가온	2002-01-14	Xdinary Heroes	South Korea	M
Garam	Kim Garam	김가람	가람	2005-11-16		South Korea	F
Gayoon	Heo Gayoon	허가윤	가윤	1990-05-18	4minute	South Korea	F
Gayoung	Kim Gayoung	김가영	가영	1991-12-02	Stellar	South Korea	F
Genie	Cho Heejin	조희진	지니	2002-03-19	TRACER	South Korea	F
Geonu	Lee Geonwoo	이건우	건우	2001-02-02	JUST B	South Korea	M
Geumhee	Han Geumhee	한금희	금희	2005-03-04	CSR	South Korea	F
Geummi	Baek Boram	백보람	금미	1988-06-18	Crayon Pop	South Korea	F
Gihwan	Kim Gihwan	김기환	기환	1993-11-24	SIGNAL	South Korea	M
Gijung	Kim Gijung	김기중	기중	2001-01-24	IM	South Korea	M
Gikwang	Lee Gikwang	이기광	기광	1990-03-30	Highlight	South Korea	M
Giru	Park Giru	박기루	기루	1991-08-14	Blady	South Korea	F
Giselle	Uchinaga Aeri	우치나가 애리	지젤	2000-10-30	aespa	Japan	F
Giseok	Jun Giseok	정기석	기석	1997-05-02	IM	South Korea	M
GK	Kim Kwanghyun	김광현	지케이	1998-09-29	DKB	South Korea	M
Go_U	Jang Junho	고유	장준호	2001-06-15	BLITZERS	South Korea	M
Goeun	Na Goeun	나고은	고은	1999-09-03	Purple Kiss	South Korea	F
Gohn	Kim Dongsung	김동성	곤	1992-08-01		South Korea	M
Gohyeon	Go Hyeon	고현	고현	1994-10-01	14U	South Korea	M
Gon	Kim Seongjung	김성중	곤	1998-11-13	ARGON	South Korea	M
Gon	Lee Wonseo	이원서	곤	1995-08-07	VANNER	South Korea	M
Gongchan	Gong Chansik	공찬식	공찬	1993-08-14	B1A4	South Korea	M
Gowon	Park Chaewon	박채원	고원	2000-11-19	Loossemble	South Korea	F
Gowoon	Moon Yujeong	문유정	고운	1998-12-18	Berry Good	South Korea	F
Gracie	Kim Gaeun	김가운	그레이시	1996-10-28	H.U.B	South Korea	F
Gun	Kwak Gun	곽건	건	2001-09-29	14U	South Korea	M
Gunil	Go Gunil	구건일	건일	1998-07-24	Xdinary Heroes	South Korea	M
Gunmin	Lee Gunmin	이건민	건민	1994-10-03	B.I.G	South Korea	M
Gunwoo	Lee Gunwoo	이건우	건우	1989-01-30	MYNAME	South Korea	M
Gunwoo	Kim Gunwoo	김건우	건우	2002-05-28	T1419	South Korea	M
Gunwook	Park Gunwook	박건욱	건욱	2005-10-01	ZEROBASEONE	South Korea	M
Gyehyeon	Jo Gyehyeon	조계현	계현	1999-05-14	Verivery	South Korea	M
Gyeongtae	Kwon Gyeongtae	권경태	경태	2000-07-23	14U	South Korea	M
Gyujin	Han Gyujin	한규진	규진	1997-11-21	UP10TION	South Korea	M
Gyumin	Kim Gyumin	김규민	규민	2000-12-12	XODIAC	South Korea	M
Gyuri	Park Gyuri	박규리	규리	1988-05-21	KARA	South Korea	F
Gyuri	Jang Gyuri	장규리	규리	1997-12-27		South Korea	F
Gyuvin	Kim Gyuvin	김규빈	규빈	2004-08-30	ZEROBASEONE	South Korea	M
Habin	Yoo Habin	유하빈	하빈	2002-03-10		South Korea	F
Haebin	Han Haebin	한해빈	해빈	1995-08-16	Gugudan	South Korea	F
Haechan	Lee Donghyuk	이동혁	해찬	2000-06-06	NCT	South Korea	M
Haein	Yeom Haein	염해인	해인	1995-05-19	LABOUM	South Korea	F
Haemin	Jung Haemin	정해민	해민	2004-03-16	8TURN	South Korea	M
Haena	Lee Haena	이해나	해나	1991-06-02	Matilda	South Korea	F
Haena	Jeon Eunbi	전은비	해나	2002-02-19	ANS	South Korea	F
Haeri	Lee Haeri	이해리	해리	1985-02-14	Davichi	South Korea	F
Haeri	Jung Haeri	정해리	해리	1997-01-14	P.O.P	South Korea	F
Haerin	Kang Haerin	강해린	해린	2006-05-15	NewJeans	South Korea	F
Haeryeong	Na Haeryeong	나해령	해령	1994-11-11	BESTie	South Korea	F
Haeun	Yoon Haeun	윤하은	하은	1999-03-12	3YE	South Korea	F
Haeun	Lim Haeun	임하은	하은	2008-11-02	Lapillus	South Korea	F
Haeun	Lee Haeun	윤하은	하은	2002-06-25	ARTBEAT	South Korea	F
Haewon	Oh Haewon	오해원	해원	2003-02-25	NMIXX	South Korea	F
Haeyeon	Lee Taeyeon	이태연	해연	1994-01-11	Gate9	South Korea	F
Haeyoon	Park Haeyoon	박해윤	해윤	1996-01-10	Cherry Bullet	South Korea	F
Hajeong	Lee Hajeong	이하정	하정	1997-09-23		South Korea	F
Hakmin	Lee Hakmin	이학민	학민	2000-09-20	TRCNG	South Korea	M
Hamin	Kim Kangmin	김강민	하민	2001-11-13	BXB	South Korea	M
Hamin	Jo Hamin	조하민	하민	1997-10-24	ENOi	South Korea	M
Han	Han Jisung	한지성	한	2000-09-14	Stray Kids	South Korea	M
Han Geng	Han Geng	한경	한경	1984-02-09		China	M
Han Hyeri	Han Hyeri	한혜리	한혜리	1997-08-24	I.B.I	South Korea	F
Han Leeseul	Han Jiyoon	한지윤	한이슬	2000-02-12	Rockit Girl	South Korea	F
Hana	Shin Bora	신보라	하나	1993-04-30	Gugudan	South Korea	F
Hana	Jung Hana	정하나	하나	1990-02-02	SECRET	South Korea	F
Hana	Hayase Hana	하야세 하나	하나	2000-02-27	ILY:1	Japan	F
Hanbin	Ngo Ngoc Hung	응오 응옥 흥	한빈	1998-01-19	TEMPEST	Vietnam	M
Hanbin	Sung Hanbin	성한빈	한빈	2001-06-13	ZEROBASEONE	South Korea	M
Hanbin	Choi Hanbin	최한빈	한빈	2007-07-25	The Wind	South Korea	M
Hanbyeol	Ahn Hanbyeol	안한별	한별	2003-10-13		South Korea	F
Hanbyul	Kyung Hanbyul	경한별	한별	2005-07-01	PRECIOUS	South Korea	F
Handong	Han Dong	한동	한동	1996-03-26	Dreamcatcher	China	F
Haneul	Lee Haneul	이하늘	하늘	1996-06-03	ARGON	South Korea	M
Haneul	Choi Haneul	최하늘	하늘	2000-11-28	Saturday	South Korea	F
Haneul	Won Haneul	원하늘	하늘	2005-05-25	KISS OF LIFE	South Korea	F
Hangyeom	Song Hangyeom	송한겸	한겸	1996-07-17	OMEGA X	South Korea	M
Hangyul	Lee Hangyul	이한결	한결	1999-12-07	BAE173	South Korea	M
Hani	Ahn Hee-yeon	안희연	하니	1992-05-01	EXID	South Korea	F
Hankook	Cho Hankook	조한국	한국	2002-04-03	TRENDZ	South Korea	M
Hanna	Shin Jiyeon	신지연	한나	1994-02-19	MIXX	South Korea	F
Hannah	Bae Hyunyoung	배현영	해나	1999-10-23	Queenz Eye	South Korea	F
Hanni	Pham Ngoc Han	팜응옥헌	하니	2004-10-06	NewJeans	Vietnam	F
Hanse	Do Hanse	도한세	한세	1997-09-25	VICTON	South Korea	M
Hansol	Kim Hansol	김한솔	한솔	1993-06-15		South Korea	M
Hanwoom	Byun Hanwoom	변한움	한움	2001-06-05	PRECIOUS	South Korea	F
Haram	Kim Haram	김하람	하람	2001-01-13	Billlie	South Korea	F
Haram	Shin Haram	신하람	하람	2007-10-17	BABYMONSTER	South Korea	F
Hara†	Koo Hara	구하라	하라	1991-01-13	KARA	South Korea	F
Hari			하리	2005-04-08	Girls' World	Japan	F
Harin	Ju Harin	주하린	주하린	1998-03-29	Onewe	South Korea	M
Harin			하린	1995-11-21	Lusty	South Korea	F
Harin	Park Guenhye	박근혜	하린	2000-05-26	Pink Fantasy	South Korea	F
Harin	Seo Harin	서하린	하린	2000-12-07	BOTOPASS	South Korea	F
Harry-June	Han Harry-June	한해리준	해리준	2004-01-01	DKB	South Korea	M
Haru	Han Sangsook	한상숙	하루	1994-07-06	Gate9	South Korea	F
Haru	Abe Haruno	아베 하루노	하루	2000-02-21	NATURE	Japan	F
Haru	Lee Yoojeong	이유정	하루	1997-02-26	Ho1iday	South Korea	F
Haruna	Osato Haruna	오사토 하루나	하루나	2006-01-30	Billlie	Japan	F
Haruto	Watanabe Haruto	와타나베 하루토	하루토	2004-04-05	Treasure	Japan	M
Haseul	Jo Haseul	조하슬	하슬	1997-08-18	ARTMS	South Korea	F
Havit	Lee Havit	이하빛	하빛	1999-06-07	TRENDZ	South Korea	M
Hayoon	Jung Hayoon	정하윤	하윤	1998-11-21	Bonus Baby	South Korea	F
Hayoung	Oh Hayoung	오하영	하영	1996-07-19	Apink	South Korea	F
Hayoung	Lee Hayoung	이하영	하영	1993-08-03	Playback	South Korea	F
Hayoung	Choi Hayoung	최하영	하영	2000-08-22	TRCNG	South Korea	M
Hayoung	Song Hayoung	송하영	하영	1997-09-29	fromis_9	South Korea	F
Hayuchan	Park Hayuchan	박하유찬	하유찬	2007-08-21	The Wind	South Korea	M
Hayun	Lee Hayun	이하윤	하윤	1994-08-29		South Korea	F
Hayun	Choi Hayun	최하윤	하윤	2004-01-16	Hi-L	South Korea	F
Heechan	Yang Heechan	양희찬	희찬	1999-07-31	DKB	South Korea	M
Heechul	Kim Heechul	김희철	희철	1983-07-10	Super Junior	South Korea	M
Heechul	Jung Heechul	정희철	희철	1989-12-09	ZE:A	South Korea	M
Heedo	Yoon Heedo	유희도	희도	1996-04-22	B.I.G	South Korea	M
Heejin	Jeon Heejin	전희진	희진	2000-10-19	ARTMS	South Korea	F
Heejin	Song Heejin	송희진	희진	1995-08-19	Good Day	South Korea	F
Heejoo	Jeon Heejoo	전희주	희주	1996-11-30	Ho1iday	South Korea	F
Heeju	Chae Heeju	채희주	희주	2003-04-04	CMDM	South Korea	M
Heejun	Oh Heejun	오희준	희준	1996-05-08	KNK	South Korea	M
Heeo	Gwak Heeoh	곽히오	히오	1994-05-02	4TEN	South Korea	F
Heeseok	Yun Heeseok	윤희석	희석	1997-06-10	Limitless	South Korea	M
Heeseung	Lee Heeseung	이희승	희승	2001-10-15	ENHYPEN	South Korea	M
Heesoo	Kim Heesoo	김희수	희수	2004-05-12	The Wind	South Korea	M
Heesu	Kim Heesu	김희수	희수	1998-03-24	Maka Maka	South Korea	F
Heesun	Park Heesun	박희선	희선	2005-01-25	Pink Fantasy	South Korea	F
Heeyu	Choi Heejae	최희재	희유	1995-06-30	MIXX	South Korea	F
Henny	Kang Gayoung	강가영	헤니	1994-12-01		South Korea	F
Henry	Henry Lau	헨리 라우	헨리	1989-10-11	Super Junior-M	Canada	M
Heo Chan	Heo Chan	허찬	허찬	1995-12-14		South Korea	M
High.D	Kim Dohee	김도희	하이디	1996-12-21	Sonamoo	South Korea	F
HighTop	Lim Hyeontae	임현태	하이탑	1994-03-19	Bigflo	South Korea	M
Hikaru	Ezaki Hikaru	에자키 히카루	히카루	2004-03-12	Kep1er	Japan	F
Himchan	Kim Himchan	김힘찬	힘찬	1990-04-19	B.A.P	South Korea	M
Hina	Nagai Hina	나가이 히나	히나	2003-04-07	LIGHTSUM	Japan	F
Hitomi	Honda Hitomi	혼다 히토미	히토미	2001-10-06	IZ*ONE	Japan	F
Hohyeon	Lee Hohyeon	이호현	호현	2001-10-14	TRCNG	South Korea	M
Hojoon	Jeon Hojoon	전호준	호준	1992-10-31	Topp Dogg	South Korea	M
Hojung	Go Hojung	고호정	호정	1994-10-20	HOTSHOT	South Korea	M
Hongbin	Lee Hongbin	이홍빈	홍빈	1993-09-29	VIXX	South Korea	M
Honggi	Lee Honggi	이홍기	홍기	1990-03-02	FTISLAND	South Korea	M
Hongil	Yoon Hongil	윤홍일	홍일	1999-01-11	Astin	South Korea	M
Hongjoong	Kim Hongjoong	김홍중	홍중	1998-11-07	ATEEZ	South Korea	M
Hongseob	Shim Hongseob	심홍섭	홍섭	1998-01-08	24K	South Korea	M
Hongseok	Yang Hongseok	양홍석	홍석	1994-04-17	PENTAGON	South Korea	M
Hoon	Yeo Hoonmin	여훈민	훈	1991-08-16	U-KISS	South Korea	M
Hoony	Lee Seunghoon	이승훈	승훈	1992-01-11	WINNER	South Korea	M
Hoshi	Kwon Soonyoung	권순영	호시	1996-06-15	Seventeen	South Korea	M
Hoya	Lee Howon	이호원	호야	1991-03-28		South Korea	M
Hoyoung	Bae Hoyoung	배호영	호영	1998-08-10	Verivery	South Korea	M
Hueningkai	Kai Kamal Huening	카이 카말 휴닝	휴닝카이	2002-08-14	TXT	USA	M
Hui	Lee Hwitaek	이회택	후이	1993-08-28	PENTAGON	South Korea	M
Hui	Liang Hui	양휘	양휘	1995-07-18	24K	China	M
Huihyeon	Ki Huihyeon	기희현	희현	1995-06-16	DIA	South Korea	F
Huijun	Noh Huijun	노휘준	휘준	2003-10-07	MCND	South Korea	M
Huiyeon	Oh Huiyeon	오휘연	휘연	2005-08-01		South Korea	F
Hunter	Papungkorn Lertkiatdamrong	빠팡콘 륵키앗둠롱	헌터	2005-10-05	xikers	Thailand	M
Hwall	Heo Hyunjoon	허현준	활	2000-03-09		South Korea	M
Hwanhee	Lee Hwanhee	이환희	환희	1998-05-06	UP10TION	South Korea	M
Hwani	Jo Sihyeon	조시환	화니	1994-11-16	DUSTIN	South Korea	M
Hwanwoong	Yeo Hwanwoong	여환웅	환웅	1998-08-26	Oneus	South Korea	M
Hwarang	Park Jonghan	박종찬	종찬	1995-12-05	Spectrum	South Korea	M
Hwarang	Son Jaewon	송재원	화랑	2001-04-23	TEMPEST	South Korea	M
Hwasa	Ahn Hyejin	안혜진	화사	1995-07-23	Mamamoo	South Korea	F
Hweseung	Yoo Hweseung	유회승	회승	1995-02-28	N.Flying	South Korea	M
Hwi	Jo Mingyu	조민규	휘	2002-09-26	Newkidd	South Korea	M
Hwi	Lee Choonghyun	이충현	휘	1999-02-04	Ciipher	South Korea	M
Hwi	Eun Hwi	은휘	휘	2004-11-11	TNX	South Korea	M
Hwichan	Lee Heechan	이휘찬	휘찬	1996-04-18	Limitless	South Korea	M
Hwiseo	Jo Hwihyeon	조휘현	화서	2002-07-31	H1-KEY	South Korea	F
Hwiyoung	Kim Youngkyun	김영균	휘영	1999-05-11	SF9	South Korea	M
Hyangsuk	Lee Hyangsuk	이향숙	향숙	1991-04-24	2EYES	South Korea	F
Hyebin	Lee Hyebin	이혜빈	혜빈	1996-01-12	MOMOLAND	South Korea	F
Hyebin	Im Hyebin	임혜빈	혜빈	1999-11-10	Highteen	South Korea	F
Hyebin	Kim Hyebin	김혜빈	혜빈	1997-03-29	AREAL	South Korea	F
Hyein	Lee Hyein	이혜인	혜인	2008-04-21	NewJeans	South Korea	F
Hyejeong	Shin Hyejeong	신혜정	혜정	1993-08-10	AoA	South Korea	F
Hyeji	Jeong Hyeji	정혜지	혜지	1992-04-02	4TEN	South Korea	F
Hyejin	Baek Hyejin	백혜진	혜진	1996-11-21	4TEN	South Korea	F
Hyejin	Kang Hyejin	강혜진	혜진	2000-07-13	CRAXY	South Korea	F
Hyejoo	Park Hyunjoo	박현주	혜주	1999-01-12	Highteen	South Korea	F
Hyeju	Son Hyeju	손혜주	혜주	2001-11-13	Loossemble	South Korea	F
Hyeju	Hong Hyeju	홍혜주	혜주	2003-12-09	CLASS:y	South Korea	F
Hyemi	Pyo Hyemi	표혜미	혜미	1991-04-03	9Muses	South Korea	F
Hyemi	Kim Hyemi	김혜미	혜미	1990-08-10	Fiestar	South Korea	F
Hyeoeun	Lee Hyoeun	이효은	효은	1993-03-16	Stellar	South Korea	F
Hyeongjun	Song Hyeongjun	송형준	형준	2002-11-30	CRAVITY	South Korea	M
Hyeongseok	Chu Hyeongseok	추형석	형석	2000-09-13	Astin	South Korea	M
Hyeongshin	Kim Hyungshin	김형신	형신	2002-05-03	HOT ISSUE	South Korea	F
Hyeran	Noh Hyeran	노혜란	혜란	1993-04-09		South Korea	F
Hyeri	Lee Hyeri	이혜리	혜리	1994-06-09	Girl's Day	South Korea	F
Hyerim	Woo Hyerim	우혜림	혜림 	1992-09-01	Wonder Girls	South Korea	F
Hyerin	Seo Hyerin	서혜린	혜린	1993-08-23	EXID	South Korea	F
Hyerin	Kim Hyerin	김혜린	혜린	1993-06-13	2EYES	South Korea	F
Hyerin	Jeong Hyerin	정혜린	혜린	2007-04-12	tripleS	South Korea	F
Hyesung	Park Hyeseong	박혜성	혜성	1996-01-17	VANNER	South Korea	M
Hyewon	Kang Hyewon	강혜원	혜원	1999-07-05	IZ*ONE	South Korea	F
Hyeyeon	Kang Hyeyeon	강혜연	혜연	1990-12-08	BESTie	South Korea	F
Hyeyeon	Cho Hyeyeon	조혜연	혜연	2000-08-05		South Korea	F
Hyogyeong	Jang Hyogyeong	장효경	효경	1999-11-15	ARIAZ	South Korea	F
Hyojin	Kim Hyojin	김효진	효진	1994-04-22	ONF	South Korea	M
Hyojung	Choi Hyojung	최효정	효정	1994-07-28	Oh My Girl	South Korea	F
Hyomin	Park Sunyoung	박선영	효민	1989-05-30	T-ara	South Korea	F
Hyori	Inn Hyori	인효리	효리	2000-06-02	mimiirose	South Korea	F
Hyorin	Kim Hyojung	김효정	효린	1990-12-11	SISTAR	South Korea	F
Hyosun	Lim Hyosun	임효선	효선	1998-07-10	H.U.B	South Korea	F
Hyosung	Jun Hyoseong	전효성	효성	1989-10-13	SECRET	South Korea	F
Hyounjoon	Jang Hyounjoon	장현준	현준	2008-10-25	The Wind	South Korea	M
Hyoyeon	Kim Hyoyeon	김효연	효연	1989-09-22	SNSD	South Korea	F
Hyuk	Han Sanghyuk	한상혁	혁	1995-07-05	VIXX	South Korea	M
Hyuk	Yang Hyuk	양혁	혁	2000-03-15	OMEGA X	South Korea	M
Hyuk	Koo Bonhyuk	구본혁	혁	2000-04-17	TEMPEST	South Korea	M
Hyukjin	Jang Hyukjin	장혁진	혁진	1993-12-20	FAVE1	South Korea	M
Hyukjin	Son Hyukjin	손혁진	혁진	2003-12-12	WEUS	South Korea	M
Hyun	Park Sunghyun	박성현	성현	1997-08-25	7 O'clock	South Korea	M
HyunA	Kim Hyuna	김현아	현아	1992-06-06	4minute	South Korea	F
Hyuna	Moon Hyuna	문현아	현아	1987-01-19		South Korea	F
Hyunbin	Kwon Hyunbin	권현빈	현빈	1997-03-04	JBJ	South Korea	M
Hyunbin	Kim Hyunbin	김현빈‬	현빈‬	2004-05-26	TRI.BE	South Korea	F
Hyunbin	Moon Hyunbin	문현빈	현빈	2000-02-26	Ciipher	South Korea	M
Hyungseo	Myeong Hyeongseo	명형서	형서	2001-06-25	CLASS:y	South Korea	F
Hyungseok	Song Hyungseok	송형석	형석	2002-11-06	YOUNITE	South Korea	M
Hyungseop	Ahn Hyungseop	안형섭	형섭	1999-08-09	TEMPEST	South Korea	M
Hyungsik	Park Hyungsik	박형식	형식	1991-11-16	ZE:A	South Korea	M
Hyungwon	Chae Hyungwon	채형원	형원	1994-01-15	MONSTA X	South Korea	M
Hyunhah	Kim Hyunhah	김현하	현하	2000-05-09	CMDM	South Korea	M
Hyunho	Lee Hyunho	이현호	현호	1998-11-04	D-CRUNCH	South Korea	M
Hyunjae	Lee Jaehyun	이재현	현재	1997-09-13	The Boyz	South Korea	M
Hyunji	Kim Hyunji	김현지	현지	1992-06-30	Hashtag	South Korea	F
Hyunjin	Kim Hyunjin	김현진	현진	2000-11-15	Loossemble	South Korea	F
Hyunjin	Hwang Hyunjin	황현진	현진	2000-03-20	Stray Kids	South Korea	M
Hyunjoo	Lee Hyunjoo	이현주	현주	1998-02-05	UNI.T	South Korea	F
Hyunjun	Lee Hyunjun	이현준	현준	1999-12-21	IZ	South Korea	M
Hyunjun	Bae Hyunjun	배현준	현준	2003-06-06	ATBO	South Korea	M
Hyunkyung	Kim Hyunjong	김현종	현경	1998-09-05	Romeo	South Korea	M
Hyunmin	Byun Hyunmin	변현민	현민	1999-04-17		South Korea	M
Hyunoh	Park Hyunoh	백현우	현우	1999-02-12	D-CRUNCH	South Korea	M
Hyunseo	Go Hyunseo	고현서	현서	1999-06-17		South Korea	F
Hyunseong	Shim Hyunseong	심현성	현성	1993-06-09	Boyfriend	South Korea	M
Hyunseung	Jang Hyunseung	장현승	현승	1989-09-03		South Korea	M
Hyunseung	Kim Hyunseung	김현승	현승	2002-10-15	YOUNITE	South Korea	M
Hyunsik	Lim Hyunsik	임현식	현식	1992-03-07	BtoB	South Korea	M
Hyunsik	Won Hyunsik	원현식	현식	1997-09-12	XODIAC	South Korea	M
Hyunsoo	Kim Hyunsoo	김현수	현수	1995-04-12	D1CE	South Korea	M
Hyunsoo	Jang Hyunsoo	장현수	현수	2003-09-16	TNX	South Korea	M
Hyunsuk	Choi Hyunsuk	최현석	현석	1999-04-21	Treasure	South Korea	M
Hyunsuk	Yoon Hyunsuk	윤현석	현석	2001-09-08	CIX	South Korea	M
Hyunuk	Han Hyunuk	한현욱	현욱	1994-09-26	IN2IT	South Korea	M
Hyunwoo	Kim Hyunwoo	김현우	현우	2001-01-21	BXB	South Korea	M
Hyunwoo	Baek Hyunwoo	박현오	현오	1999-03-19	D-CRUNCH	South Korea	M
Hyunwoo	Choi Hyunwoo	최현우	현우	2004-12-04	xikers	South Korea	M
Hyunwook	Ji Hyunwook	지현욱	현욱	1998-07-01	D-CRUNCH	South Korea	M
Hyunwoong	Kim Hyunwoong	김현웅	현웅	1998-02-08	14U	South Korea	M
Hyunyoung	Cho Hyunyoung	조현영	현영	1991-08-11	Rainbow	South Korea	F
I	Cha Yoonji	차윤지	아이	1996-12-02		South Korea	F
I.L	Kim Jiwon	김지원	아이엘	1997-07-01	IRRIS	South Korea	F
I.M	Lim Changkyun	임창균	아이엠	1996-01-26	MONSTA X	South Korea	M
I.N	Yang Jeongin	양정인	아이엔	2001-02-08	Stray Kids	South Korea	M
Iaan	Yoo Dongju	유동주	이안	2002-03-22	XUM	South Korea	F
Ida	Ko Chaeyoung	고채영	아이다	2000-05-19	MAJORS	South Korea	F
Ilhoon	Jung Ilhoon	정일훈	일훈	1994-10-04	BtoB	South Korea	M
Inho	Hwang Inho	황인호	인호	1993-06-21	IN2IT	South Korea	M
Inpyo	Lee Inpyo	이인표	인표	1995-08-14	IN2IT	South Korea	M
Inseong	Kim Inseong	김인성	인성	1993-07-12	SF9	South Korea	M
Inseong	Jeong Inseong	정인성	인성	1994-07-01	KNK	South Korea	M
Insoo	Kang Insoo	강인수	인수	1988-03-10	MYNAME	South Korea	M
Intak	Hwang Intak	황인탁	인탁	2003-08-31	P1Harmony	South Korea	M
Ireh	Cho Seoyoung	조서영	이레	2002-04-30	Purple Kiss	South Korea	F
Irene	Bae Juhyun	배주현	아이린	1991-03-29	Red Velvet	South Korea	F
Isa	Lee Chaeyoung	이채영	아이사	2002-01-23	STAYC	South Korea	F
Isaac	Voo Isaak	부 아이젝	아이젝	1994-12-12	IN2IT	Malaysia	M
Isol			이솔	1997-05-01	Lusty	South Korea	F
IU	Lee Jieun	이지은	아이유	1993-05-16		South Korea	F
Ivan	Park Yooseong	박유성	아이반	2001-10-12	Kingdom	South Korea	M
J	Lee Yeji	이예지	제이	1998-02-12	ANS	South Korea	F
J	Jang Yeeun	장예은	제이	2004-12-09	STAYC	South Korea	F
J-Hoon	Lim Junghoon	임정훈	제이훈	1990-07-15	B.I.G	South Korea	M
J-Hope	Jung Hoseok	정호석	제이홉	1994-02-18	BTS	South Korea	M
J-Min	Jeon Minwook	전민욱	제이민	1999-10-16	BAE173	South Korea	M
J-Us	Lee Seungjoon	이승준	제이어스	1995-01-13	ONF	South Korea	M
J.Min	Shin Minjung	신민정	제이민	1994-11-20	Tiny-G	South Korea	F
J.seph	Kim Taehyung	김태형	제이셉	1992-06-21	KARD	South Korea	M
J.YOU	Kim Jaeyu	김제유	제유	2000-11-02	TOO	South Korea	M
Jackie	Kang Chaeyeon	강채연	재키	2001-11-17	ICHILLIN'	USA	F
Jackson	Jackson Wang	잭슨 왕	잭슨	1994-03-28	GOT7	Hong Kong	M
Jacob	Bae Joonyoung	배준영	제이콥	1997-05-30	The Boyz	South Korea	M
Jacob	Zhang Peng	장펑	제이콥	1996-09-07	VAV	China	M
Jae	Park Jaehyung	박제형	제이	1992-09-15	DAY6	South Korea	M
Jaebin	Deung Bin	등빈	재빈	1997-02-13	VARSITY	China	M
Jaechan	Park Jaechan	박재찬	재찬	2001-12-06	Dongkiz	South Korea	M
Jaehan	Kim Jaehan	김재한	재한	1995-07-01	OMEGA X	South Korea	M
Jaehee	Lee Jaehee	이재희	재희	2004-03-18	Weeekly	South Korea	F
Jaeho	Kim Jaeho	김재호	재호	1992-09-17	HISTORY	South Korea	M
Jaehwan	Kim Jaehwan	김재환	재환	1996-05-27	Wanna One	South Korea	M
Jaehyo	Ahn Jaehyo	안재효	재효	1990-12-23	Block B	South Korea	M
Jaehyuk	Yoon Jaehyuk	윤재혁	재혁	2001-07-23	Treasure	South Korea	M
Jaehyun	Jung Yoonoh	정윤오	재현	1997-02-14	NCT	South Korea	M
Jaehyun	Kim Jaehyun	김재현	재현	1994-07-15	N.Flying	South Korea	M
Jaehyun	Bong Jaehyun	봉재현	재현	1999-01-04	Golden Child	South Korea	M
Jaehyun	Myung Jaehyun	명재현	재현	2003-12-04	BOYNEXTDOOR	South Korea	M
Jaejin	Lee Jaejin	이재진	재진	1991-12-17	FTISLAND	South Korea	M
Jaejoong	Kim Jaejoong	김재중	재중	1986-01-26	JYJ	South Korea	M
